id,Watson Score,Watson Analysis,"Google Score,Magnitude",google Magnitude,LabeldetGoogle,label
1791300_1,,neutral,0,0,neutral,neutral
920545_1,,positive,0.9,1.8,positive,positive
1375548_1,,neutral,0.4,0.4,positive,neutral
1375548_2,,negative,0,0,neutral,neutral
626247_1,,neutral,0,0,neutral,neutral
626247_2,,NA,0.1,0.1,neutral,neutral
820038_1,,positive,0.9,0.9,positive,neutral
349941_1,,positive,0.6,1.3,positive,positive
1782818_1,,positive,0.7,0.7,positive,neutral
1782818_2,,positive,0.7,0.7,positive,neutral
1782818_3,,NA,0,0,neutral,neutral
1782818_4,,positive,0.7,0.7,positive,neutral
729628_1,,neutral,0.3,0.3,positive,neutral
857455_1,,neutral,0.4,0.4,positive,neutral
857455_2,,neutral,0.3,0.3,positive,neutral
857455_3,,positive,0.5,0.5,positive,neutral
580447_1,,positive,0.4,0.9,positive,positive
1358696_1,,NA,0.1,0.1,neutral,neutral
1358696_2,,neutral,0.4,0.4,positive,neutral
2087167_1,,negative,-0.3,0.3,negative,neutral
1921841_1,,neutral,-0.1,0.1,neutral,neutral
1921841_2,,neutral,0,0,neutral,neutral
2413399_1,,negative,-0.4,0.4,negative,neutral
795315_1,,NA,0.1,0.1,neutral,neutral
639900_1,,neutral,-0.1,0.1,neutral,neutral
2545827_1,,neutral,-0.6,0.6,negative,neutral
307058_1,,neutral,0,0,neutral,neutral
1111284_1,,neutral,0.4,0.4,positive,neutral
1111284_2,,positive,0.2,0.2,neutral,positive
1111284_3,,positive,0,0,neutral,neutral
2128831_1,,neutral,0.2,0.2,neutral,neutral
2133916_1,,neutral,0.3,0.3,positive,neutral
416543_1,,negative,0.1,0.1,neutral,neutral
939944_1,,neutral,0.4,0.4,positive,neutral
939944_2,,positive,0.1,0.1,neutral,positive
2293268_1,,neutral,0,0,neutral,neutral
532960_1,,NA,0,0,neutral,neutral
919520_1,,positive,0.9,0.9,positive,positive
2078947_1,,negative,-0.1,0.1,neutral,neutral
1941338_1,,positive,0.3,0.3,positive,neutral
1965311_1,,neutral,-0.1,0.1,neutral,neutral
711469_1,,neutral,-0.9,0.9,negative,neutral
1455020_1,,positive,0.9,0.9,positive,positive
1169934_1,,positive,0.9,0.9,positive,positive
1169934_2,,positive,0.8,0.8,positive,positive
1064705_2,,positive,0.6,0.6,positive,neutral
723757_1,,neutral,0.2,0.2,neutral,neutral
723757_2,,neutral,0,0,neutral,neutral
2441539_1,,positive,0.5,0.5,positive,neutral
2441539_2,,neutral,0.1,0.1,neutral,neutral
967366_1,,neutral,0.3,0.3,positive,neutral
1776212_1,,negative,-0.5,0.5,negative,neutral
1776212_2,,neutral,0.1,0.1,neutral,neutral
1649226_1,,neutral,-0.1,0.1,neutral,neutral
1649226_2,,positive,0.4,0.4,positive,positive
448659_1,,neutral,0.4,0.4,positive,neutral
1597712_1,,positive,0.9,0.9,positive,positive
1648457_1,,positive,0,0,neutral,neutral
256481_1,,neutral,0,0,neutral,neutral
1982039_1,,neutral,-0.1,0.1,neutral,neutral
1920925_1,,positive,0.2,0.2,neutral,neutral
912375_1,,neutral,0,0,neutral,neutral
912375_2,,neutral,0.4,0.4,positive,neutral
254374_1,,neutral,0.1,0.1,neutral,neutral
2274367_1,,neutral,-0.7,0.7,negative,neutral
1379656_1,,neutral,0.7,0.7,positive,neutral
1379656_2,,neutral,0.2,0.2,neutral,neutral
1379656_3,,neutral,0,0,neutral,neutral
1379656_4,,neutral,0,0,neutral,neutral
1379656_5,,NA,0.2,0.2,neutral,neutral
1064678_1,,positive,0.5,0.5,positive,positive
2026908_1,,neutral,0,0,neutral,neutral
2023723_1,,negative,0,0,neutral,neutral
1036613_1,,NA,0,0,neutral,neutral
660369_1,,positive,0.7,1.5,positive,positive
2367838_2,,neutral,0,0,neutral,neutral
903979_1,,positive,0,0,neutral,neutral
976523_1,,neutral,-0.4,0.4,negative,neutral
1593541_1,,positive,0.7,0.7,positive,neutral
1081362_1,,positive,0.1,0.1,neutral,neutral
1081362_2,,neutral,0.1,0.1,neutral,neutral
2027278_1,,NA,0,0,neutral,neutral
2027278_2,,neutral,0,0,neutral,neutral
2465701_1,,negative,-0.2,0.2,neutral,neutral
2465701_2,,neutral,-0.4,0.4,negative,neutral
2465701_3,,neutral,-0.3,0.3,negative,neutral
1840015_1,,neutral,0.3,0.3,positive,neutral
1659348_1,,neutral,0,0,neutral,neutral
1659348_2,,NA,0.1,0.1,neutral,neutral
577184_1,,positive,0.7,0.7,positive,neutral
577184_2,,NA,0.2,0.2,neutral,positive
1169132_1,,neutral,0.4,0.4,positive,neutral
2538101_1,,neutral,0,0,neutral,neutral
604592_1,,neutral,0.4,0.4,positive,neutral
604592_2,,NA,0.3,0.3,positive,neutral
30489_1,,positive,0,0,neutral,neutral
441965_1,,neutral,0.3,0.3,positive,neutral
569640_1,,neutral,-0.3,0.3,negative,neutral
6331_1,,NA,0,0,neutral,neutral
6331_2,,positive,0.2,0.2,neutral,neutral
1466579_1,,neutral,0.2,0.2,neutral,neutral
1847364_1,,neutral,-0.1,0.1,neutral,neutral
2053349_1,,neutral,0.3,0.3,positive,neutral
2481795_1,,positive,0.3,0.3,positive,positive
886160_1,,positive,0.5,0.5,positive,positive
886160_2,,NA,0.2,0.2,neutral,neutral
2466250_1,,neutral,0.3,0.3,positive,neutral
490723_1,,neutral,0,0,neutral,neutral
1609085_1,,neutral,0.4,0.4,positive,neutral
1609085_2,,positive,0.1,0.1,neutral,neutral
2459016_1,,neutral,0,0,neutral,neutral
1468735_1,,neutral,0,0,neutral,neutral
1468735_2,,neutral,0,0,neutral,neutral
1468735_3,,positive,0.3,0.3,positive,neutral
1922211_1,,neutral,-0.1,0.1,neutral,neutral
1827379_1,,neutral,0.4,0.4,positive,neutral
218222_1,,NA,0.1,0.1,neutral,neutral
218222_2,,positive,0.8,0.8,positive,neutral
886802_1,,neutral,0,0,neutral,neutral
2059249_1,,positive,0.5,0.5,positive,positive
2059249_2,,negative,0.1,0.1,neutral,neutral
2059249_3,,negative,-0.2,0.2,neutral,neutral
1602017_1,,neutral,-0.2,0.2,neutral,neutral
405597_1,,positive,0.3,0.3,positive,neutral
1827876_1,,negative,-0.6,0.6,negative,neutral
968616_1,,NA,0.2,0.2,neutral,neutral
1667340_1,,neutral,0,0,neutral,neutral
1045150_1,,neutral,0.3,0.3,positive,neutral
2327124_1,,neutral,0.5,0.5,positive,neutral
2545846_1,,positive,0.9,0.9,positive,positive
966178_1,,positive,0.6,0.6,positive,positive
2050066_1,,neutral,0,0,neutral,neutral
2050066_2,,NA,0.2,0.2,neutral,neutral
513057_1,,neutral,-0.5,0.5,negative,neutral
513057_2,,positive,0.1,0.1,neutral,neutral
1124596_2,,neutral,0.3,0.3,positive,neutral
1124596_3,,neutral,0.1,0.1,neutral,neutral
1780034_1,,negative,-0.1,0.1,neutral,neutral
913651_1,,neutral,0.1,0.1,neutral,neutral
1436615_1,,neutral,0.7,0.7,positive,neutral
1436615_2,,positive,0.8,0.8,positive,neutral
790615_1,,NA,0,0,neutral,neutral
2025362_1,,positive,0.5,0.5,positive,neutral
2466754_1,,neutral,0.1,0.1,neutral,neutral
2354572_1,,positive,0.6,0.6,positive,positive
1776805_1,,NA,0.2,0.2,neutral,neutral
1776805_2,,neutral,0.1,0.1,neutral,neutral
1776805_3,,positive,0.4,0.4,positive,neutral
907912_1,,positive,0.4,0.4,positive,neutral
907912_2,,neutral,-0.3,0.3,negative,neutral
889230_1,,NA,0.3,0.3,positive,neutral
1549909_1,,neutral,0.3,0.3,positive,neutral
2043022_1,,neutral,-0.1,0.1,neutral,neutral
1093135_2,,neutral,0,0,neutral,neutral
1093135_3,,neutral,0.1,0.1,neutral,neutral
1093135_4,,neutral,0.1,0.1,neutral,neutral
1093135_5,,neutral,0,0,neutral,neutral
2271434_1,,positive,0.6,0.6,positive,neutral
1569713_1,,neutral,0.7,0.7,positive,neutral
2123473_1,,negative,0,0,neutral,neutral
701054_1,,positive,0.8,0.8,positive,neutral
701054_2,,negative,0.3,0.3,positive,neutral
1969320_1,,positive,0.5,0.5,positive,positive
1969320_2,,positive,0.4,0.4,positive,neutral
977198_1,,negative,-0.5,0.5,negative,neutral
977198_2,,negative,-0.4,0.4,negative,neutral
977198_3,,neutral,0,0,neutral,neutral
2486241_1,,neutral,0.5,0.5,positive,neutral
902763_1,,positive,0.2,0.2,neutral,neutral
902763_2,,neutral,0,0,neutral,neutral
1157923_1,,positive,0.5,0.5,positive,neutral
1157923_2,,positive,0.1,0.1,neutral,positive
299082_1,,NA,0,0,neutral,neutral
2426284_1,,neutral,-0.7,0.7,negative,neutral
2426284_2,,neutral,-0.1,0.1,neutral,neutral
175864_1,,positive,0,0,neutral,neutral
175864_2,,positive,0.1,0.1,neutral,neutral
175864_3,,neutral,0,0,neutral,neutral
175864_4,,positive,0.6,0.6,positive,neutral
175864_5,,positive,0.2,0.2,neutral,neutral
780721_1,,positive,0.6,1.2,positive,positive
805064_2,,neutral,0.4,0.4,positive,neutral
805064_3,,neutral,-0.1,0.1,neutral,neutral
2046200_1,,neutral,0.1,0.1,neutral,neutral
1002038_1,,neutral,0,0,neutral,neutral
1002038_2,,negative,-0.2,0.2,neutral,neutral
1712997_1,,negative,-0.6,0.6,negative,neutral
823209_2,,neutral,-0.3,0.3,negative,neutral
2402199_1,,positive,0.8,0.8,positive,positive
2402199_2,,positive,0.3,0.3,positive,neutral
623487_1,,NA,0.1,0.1,neutral,neutral
1573728_1,,neutral,0,0,neutral,neutral
1573728_2,,positive,0.3,0.3,positive,neutral
2505559_2,,negative,0,0,neutral,neutral
567798_1,,neutral,0,0,neutral,neutral
1613607_1,,neutral,-0.1,0.1,neutral,neutral
774797_1,,negative,0.3,0.3,positive,neutral
774797_2,,positive,0.6,0.6,positive,neutral
1144560_1,,neutral,0,0,neutral,neutral
1876181_1,,positive,-0.1,0.1,neutral,neutral
1876181_2,,negative,0,0,neutral,neutral
1016257_1,,neutral,0,0,neutral,neutral
874025_1,,neutral,0.4,0.4,positive,neutral
874025_2,,positive,0,0,neutral,neutral
874025_3,,positive,0,0,neutral,neutral
1079117_1,,neutral,-0.2,0.2,neutral,neutral
304778_1,,negative,0,0,neutral,neutral
402189_1,,neutral,-0.1,0.1,neutral,neutral
402189_2,,positive,0,0,neutral,neutral
402189_3,,neutral,0.7,0.7,positive,neutral
1503751_1,,neutral,0,0,neutral,neutral
1503751_2,,neutral,0,0,neutral,neutral
1422107_1,,negative,-0.1,0.1,neutral,neutral
813473_1,,neutral,0,0,neutral,neutral
1678213_1,,positive,0.5,0.5,positive,neutral
1678213_2,,positive,0,0,neutral,neutral
1886471_1,,neutral,-0.4,0.4,negative,neutral
879312_1,,neutral,0.1,0.1,neutral,neutral
879312_2,,negative,-0.4,0.4,negative,neutral
879312_3,,neutral,0,0,neutral,neutral
1478633_1,,positive,0,0,neutral,neutral
1478633_2,,neutral,0.1,0.1,neutral,neutral
1478633_3,,neutral,0,0,neutral,neutral
2167248_1,,negative,0.1,0.1,neutral,neutral
2325805_1,,neutral,0.4,0.4,positive,neutral
449674_1,,negative,0.1,0.1,neutral,neutral
449674_2,,negative,0,0,neutral,neutral
449674_3,,positive,0.3,0.3,positive,neutral
449674_4,,negative,-0.7,0.7,negative,neutral
1433090_1,,neutral,-0.6,0.6,negative,neutral
2248369_1,,neutral,0.2,0.2,neutral,neutral
508220_1,,neutral,0,0,neutral,neutral
508220_2,,neutral,0.5,0.5,positive,neutral
1112403_1,,neutral,0.1,0.1,neutral,neutral
2276054_1,,positive,0,0,neutral,neutral
2276054_2,,negative,-0.3,0.3,negative,neutral
1472345_1,,neutral,-0.2,0.2,neutral,neutral
354179_1,,positive,0.3,0.3,positive,positive
2512266_1,,neutral,-0.1,0.1,neutral,neutral
562642_1,,neutral,-0.2,0.2,neutral,neutral
562642_2,,positive,0.3,0.3,positive,neutral
1210080_1,,neutral,0,0,neutral,neutral
397947_1,,neutral,-0.3,0.3,negative,neutral
437102_1,,neutral,-0.2,0.2,neutral,neutral
1477180_1,,positive,-0.7,0.7,negative,neutral
1648070_1,,neutral,0.2,0.2,neutral,neutral
1648070_2,,positive,0.1,0.1,neutral,neutral
2178588_1,,neutral,0.5,0.5,positive,neutral
1593075_1,,positive,0.1,0.1,neutral,neutral
1593075_2,,positive,0.8,0.8,positive,neutral
205810_1,,positive,0.4,0.4,positive,positive
1945698_1,,neutral,0.2,0.2,neutral,neutral
1945698_2,,NA,0.2,0.2,neutral,neutral
817949_1,,positive,0.3,0.3,positive,neutral
938924_1,,positive,0.8,0.8,positive,neutral
1465991_1,,neutral,0,0,neutral,neutral
2134187_1,,negative,-0.9,0.9,negative,neutral
2334381_1,,neutral,0.2,0.2,neutral,neutral
1647861_1,,positive,0.5,0.5,positive,neutral
929227_1,,neutral,0,0,neutral,neutral
286038_1,,positive,0.4,0.4,positive,positive
520700_1,,positive,0,0,neutral,neutral
1413572_1,,negative,-0.3,0.3,negative,neutral
693792_1,,positive,0.1,0.1,neutral,neutral
693792_2,,neutral,0.1,0.1,neutral,neutral
1210099_1,,neutral,0.3,0.3,positive,neutral
580709_1,,positive,0.7,0.7,positive,positive
1210099_2,,positive,0.1,0.1,neutral,neutral
741066_1,,NA,0,0,neutral,neutral
741066_2,,neutral,0,0,neutral,neutral
741066_3,,neutral,0,0,neutral,neutral
2547124_1,,neutral,0.1,0.1,neutral,neutral
545539_1,,positive,0.8,0.8,positive,positive
2269259_1,,negative,0,0,neutral,neutral
1865359_1,,positive,0.1,0.1,neutral,neutral
1149665_1,,positive,0.5,0.5,positive,neutral
1149665_2,,positive,0,0,neutral,neutral
717914_1,,neutral,0.5,0.5,positive,neutral
288955_1,,positive,0.3,0.3,positive,neutral
288955_2,,negative,-0.3,0.3,negative,neutral
288955_3,,positive,0.3,0.3,positive,neutral
288955_4,,neutral,-0.5,0.5,negative,neutral
288955_6,,negative,-0.6,0.6,negative,neutral
310347_1,,neutral,0.3,0.3,positive,neutral
376257_1,,positive,0.1,1.2,neutral,positive
2116246_1,,positive,0,0,neutral,neutral
2375072_1,,neutral,0,0,neutral,neutral
2375072_2,,NA,0.2,0.2,neutral,neutral
52899_1,,negative,-0.1,0.1,neutral,neutral
52899_2,,neutral,0.1,0.1,neutral,neutral
420205_1,,neutral,0.1,0.1,neutral,neutral
1131871_1,,positive,0.5,0.5,positive,neutral
1131871_2,,NA,0.1,0.1,neutral,neutral
1447417_1,,neutral,0,0,neutral,neutral
1473434_1,,neutral,0.4,0.4,positive,neutral
260556_1,,positive,0.1,0.1,neutral,positive
260556_2,,neutral,-0.2,0.2,neutral,positive
260556_3,,positive,0.7,0.7,positive,neutral
1556724_1,,positive,0.2,0.2,neutral,neutral
705725_1,,neutral,0.1,0.1,neutral,neutral
705725_2,,positive,0,0,neutral,neutral
705725_3,,NA,0.2,0.2,neutral,neutral
1947696_1,,neutral,0.3,0.3,positive,neutral
1048920_1,,positive,0.2,0.2,neutral,neutral
2333436_1,,negative,0,0,neutral,neutral
2255647_1,,positive,-0.3,0.3,negative,neutral
2255647_2,,neutral,0,0,neutral,neutral
1544053_1,,positive,0.2,0.2,neutral,neutral
1009987_1,,neutral,0.4,0.4,positive,neutral
2110473_1,,neutral,0,0,neutral,neutral
1415518_1,,negative,-0.5,0.5,negative,neutral
1563950_1,,positive,0.9,0.9,positive,neutral
1563950_2,,NA,0.4,0.4,positive,neutral
677469_1,,neutral,0.2,0.2,neutral,neutral
1936386_1,,negative,-0.5,0.5,negative,neutral
1936386_2,,negative,0.3,0.3,positive,neutral
1586131_1,,positive,0.3,0.3,positive,neutral
383828_1,,neutral,0.3,0.3,positive,neutral
803094_1,,neutral,0.1,0.1,neutral,neutral
803094_2,,NA,0.3,0.3,positive,neutral
2385607_1,,neutral,0,0,neutral,neutral
2385607_2,,negative,-0.1,0.1,neutral,neutral
2385607_3,,neutral,0,0,neutral,neutral
1434805_1,,neutral,-0.4,0.4,negative,neutral
1343673_1,,neutral,0,0,neutral,neutral
1918526_1,,neutral,0,0,neutral,neutral
2268310_1,,neutral,0.1,0.1,neutral,neutral
2268310_2,,neutral,-0.1,0.1,neutral,neutral
816711_1,,neutral,0.1,0.1,neutral,neutral
855337_1,,NA,0.6,0.6,positive,neutral
2226346_1,,neutral,0,0,neutral,neutral
2127485_1,,neutral,0.8,0.8,positive,neutral
1615699_1,,neutral,0,0,neutral,neutral
1615699_2,,neutral,0,0,neutral,neutral
1615699_3,,NA,0,0,neutral,neutral
1618006_1,,negative,-0.5,0.5,negative,neutral
426446_1,,positive,0.6,0.6,positive,neutral
578535_1,,positive,0.4,0.4,positive,neutral
578535_2,,positive,0.2,0.2,neutral,neutral
980981_1,,positive,0,0,neutral,neutral
980981_2,,neutral,0.2,0.2,neutral,neutral
980981_3,,positive,0.3,0.3,positive,neutral
478251_1,,neutral,0,0,neutral,neutral
1807502_1,,neutral,0,0,neutral,neutral
485706_1,,neutral,0,0,neutral,neutral
1125728_1,,neutral,0,0,neutral,neutral
1883953_1,,negative,0.3,0.3,positive,neutral
1799586_1,,neutral,-0.7,0.7,negative,neutral
668048_1,,positive,0.3,0.3,positive,neutral
2165641_1,,neutral,0.3,0.3,positive,neutral
2165641_2,,neutral,0.2,0.2,neutral,neutral
2540286_1,,positive,0,0,neutral,neutral
2540286_2,,positive,0.2,0.2,neutral,neutral
887367_1,,neutral,0.1,0.1,neutral,neutral
893309_1,,positive,0.1,0.1,neutral,neutral
2131161_1,,negative,-0.4,0.4,negative,neutral
2131161_2,,positive,0.7,0.7,positive,neutral
248476_1,,neutral,0,0,neutral,neutral
1506060_2,,neutral,-0.5,0.5,negative,neutral
2277641_1,,negative,-0.8,0.8,negative,neutral
1607244_1,,positive,0.5,0.5,positive,neutral
1607244_2,,positive,0,0,neutral,neutral
456364_2,,positive,0,0,neutral,neutral
456364_3,,neutral,0,0,neutral,neutral
456364_4,,neutral,0.3,0.3,positive,neutral
456364_5,,NA,0.2,0.2,neutral,neutral
456364_6,,neutral,0,0,neutral,neutral
456364_7,,neutral,0,0,neutral,neutral
456364_8,,negative,-0.4,0.4,negative,neutral
1678217_1,,negative,-0.2,0.2,neutral,neutral
2036173_1,,positive,0.1,0.1,neutral,neutral
2036173_2,,neutral,0,0.1,neutral,neutral
2036173_3,,neutral,-0.7,0.7,negative,neutral
2036173_5,,NA,0,0,neutral,neutral
2036173_6,,neutral,0.1,0.1,neutral,neutral
1050624_1,,NA,0.2,0.2,neutral,neutral
1050624_2,,NA,0,0,neutral,positive
1050624_3,,positive,0.3,0.3,positive,neutral
1132629_1,,neutral,-0.3,0.3,negative,neutral
1132629_3,,neutral,0,0,neutral,neutral
1132629_5,,neutral,0,0,neutral,neutral
1723915_1,,neutral,-0.3,0.3,negative,neutral
658099_1,,negative,-0.3,0.3,negative,neutral
658099_2,,neutral,0,0,neutral,neutral
527415_1,,neutral,-0.6,0.6,negative,neutral
527415_2,,positive,0,0,neutral,neutral
527415_3,,neutral,0,0,neutral,neutral
1720530_1,,neutral,0,0,neutral,neutral
1720530_2,,neutral,0.4,0.4,positive,neutral
1720530_3,,positive,0.2,0.2,neutral,neutral
1191390_1,,positive,0.1,0.1,neutral,neutral
1191390_2,,neutral,0.7,0.7,positive,neutral
1191390_3,,NA,0,0,neutral,neutral
1191390_4,,positive,0.3,0.7,positive,neutral
1191390_5,,NA,0,0,neutral,neutral
1191390_6,,neutral,0.3,0.3,positive,neutral
1191390_7,,NA,0,0,neutral,neutral
1191390_8,,neutral,-0.1,0.1,neutral,neutral
1191390_9,,positive,0.4,0.4,positive,neutral
1191390_10,,neutral,0.1,0.1,neutral,neutral
1191390_11,,neutral,0.5,0.5,positive,neutral
1191390_12,,positive,0.3,0.3,positive,neutral
1191390_13,,neutral,0.2,0.2,neutral,neutral
1191390_14,,neutral,0.1,0.3,neutral,neutral
1830169_1,,neutral,-0.2,0.2,neutral,neutral
1043193_1,,positive,0.6,0.6,positive,neutral
1043193_2,,positive,0.8,0.8,positive,neutral
1043193_3,,positive,0.2,0.2,neutral,neutral
1043193_4,,neutral,0.2,0.2,neutral,neutral
587137_1,,neutral,0.3,0.3,positive,neutral
587137_2,,positive,0.7,0.7,positive,neutral
942679_1,,positive,0,0,neutral,neutral
942679_2,,neutral,0,0,neutral,neutral
1821302_1,,neutral,0,0,neutral,neutral
1821302_3,,neutral,0,0,neutral,neutral
1821302_4,,neutral,0.1,0.1,neutral,neutral
1680193_1,,neutral,-0.1,0.1,neutral,neutral
1680193_2,,NA,0.1,0.1,neutral,neutral
1680193_3,,neutral,0.2,0.2,neutral,neutral
1680193_4,,neutral,0,0,neutral,neutral
1680193_5,,negative,-0.3,0.3,negative,neutral
1680193_6,,neutral,0.2,0.2,neutral,neutral
1659339_1,,neutral,0,0,neutral,neutral
1659339_2,,NA,0.2,0.2,neutral,neutral
854145_1,,positive,0.4,0.4,positive,neutral
1025268_1,,negative,-0.6,0.6,negative,neutral
1025268_2,,negative,-0.3,0.3,negative,neutral
1025268_3,,negative,-0.5,0.5,negative,neutral
877499_2,,neutral,-0.6,0.6,negative,neutral
877499_3,,neutral,0.2,0.2,neutral,neutral
2065257_1,,neutral,-0.1,0.1,neutral,neutral
234857_1,,positive,0.4,0.4,positive,neutral
234857_2,,neutral,0.2,0.2,neutral,neutral
234857_3,,neutral,-0.7,0.7,negative,neutral
234857_4,,positive,-0.4,0.4,negative,neutral
1049100_1,,positive,0,0,neutral,neutral
1049100_2,,neutral,-0.3,0.3,negative,neutral
1899200_1,,negative,-0.5,0.5,negative,neutral
1899200_2,,neutral,-0.3,0.3,negative,neutral
2146300_1,,negative,-0.6,0.6,negative,neutral
2146300_2,,neutral,-0.4,0.4,negative,neutral
2146300_3,,neutral,0.1,0.1,neutral,neutral
2146300_4,,positive,0.1,0.1,neutral,neutral
1863393_1,,neutral,0.3,0.3,positive,neutral
2323091_1,,neutral,0,0,neutral,neutral
385042_1,,positive,0,0,neutral,neutral
385042_2,,neutral,0,0,neutral,neutral
385042_3,,neutral,0.3,0.3,positive,neutral
385042_4,,neutral,0.3,0.3,positive,neutral
385042_5,,neutral,0.2,0.2,neutral,neutral
1423534_1,,positive,0.7,0.7,positive,positive
1423534_2,,positive,0.7,0.7,positive,neutral
1423534_3,,negative,-0.7,0.7,negative,neutral
1423534_4,,positive,0,0,neutral,neutral
1423534_5,,negative,-0.2,0.2,neutral,neutral
1423534_6,,negative,0,0,neutral,neutral
1423534_7,,positive,0.5,0.5,positive,neutral
1423534_8,,neutral,0.1,0.1,neutral,neutral
1423534_9,,positive,0.5,0.5,positive,neutral
1423534_10,,neutral,0.1,0.1,neutral,neutral
1423534_11,,neutral,0.2,0.2,neutral,neutral
1423534_12,,positive,-0.2,0.2,neutral,neutral
1423534_13,,positive,0,0,neutral,neutral
1423534_14,,negative,-0.5,0.5,negative,neutral
1423534_15,,neutral,0,0,neutral,neutral
1423534_16,,neutral,0,0,neutral,neutral
1423534_17,,neutral,0.3,0.3,positive,neutral
1423534_18,,negative,0,0,neutral,neutral
1423534_19,,neutral,0.2,0.2,neutral,neutral
1423534_20,,neutral,0,0,neutral,neutral
1423534_21,,neutral,0.1,0.1,neutral,neutral
1423534_22,,neutral,0.4,0.4,positive,neutral
1423534_23,,neutral,0,0,neutral,neutral
1423534_24,,neutral,0,0,neutral,neutral
1423534_25,,neutral,-0.5,0.5,negative,neutral
1423534_26,,positive,0,0,neutral,neutral
425267_1,,neutral,-0.2,0.2,neutral,neutral
425267_2,,neutral,0.3,0.3,positive,neutral
425267_3,,positive,0,0,neutral,neutral
688399_1,,positive,0,0,neutral,neutral
688399_2,,neutral,-0.4,0.4,negative,neutral
21301_1,,neutral,0,0,neutral,neutral
1946907_1,,neutral,-0.1,0.1,neutral,neutral
1946907_2,,positive,-0.1,0.1,neutral,neutral
1014458_1,,positive,0.8,0.8,positive,positive
1014458_2,,positive,0.2,0.2,neutral,neutral
1014458_3,,neutral,0,0,neutral,neutral
1014458_4,,neutral,0.1,0.1,neutral,neutral
480162_1,,neutral,-0.2,0.2,neutral,neutral
480162_2,,neutral,0.2,0.2,neutral,neutral
480162_3,,positive,-0.6,0.6,negative,neutral
480162_4,,positive,0.5,0.5,positive,neutral
1836207_1,,negative,0,0,neutral,neutral
1836207_2,,NA,0.2,0.2,neutral,neutral
2516675_1,,positive,0.2,0.2,neutral,neutral
280697_1,,neutral,0,0,neutral,neutral
280697_2,,neutral,0.3,0.3,positive,neutral
280697_4,,NA,0,0,neutral,neutral
2192201_1,,neutral,0.2,0.2,neutral,neutral
412291_1,,positive,0.9,0.9,positive,neutral
412291_2,,negative,0.1,0.1,neutral,neutral
412291_3,,neutral,0.2,0.2,neutral,neutral
412291_4,,NA,0,0,neutral,neutral
766227_1,,neutral,0,0,neutral,neutral
766227_2,,neutral,0.4,0.4,positive,neutral
766227_3,,positive,0.1,0.1,neutral,neutral
1633444_1,,neutral,0,0,neutral,neutral
1114706_2,,positive,0.3,0.3,positive,neutral
1114706_3,,neutral,-0.6,0.6,negative,neutral
1114706_4,,neutral,0.1,0.1,neutral,neutral
1114706_5,,positive,0.5,0.5,positive,neutral
1114706_6,,negative,0,0,neutral,neutral
360149_1,,positive,0.2,0.2,neutral,neutral
360149_2,,negative,-0.8,0.8,negative,neutral
1427702_1,,positive,0.3,0.3,positive,neutral
1427702_2,,positive,-0.3,0.3,negative,neutral
1673444_1,,neutral,0,0,neutral,neutral
1673444_2,,positive,-0.2,0.2,neutral,neutral
1673444_3,,positive,0,0,neutral,neutral
1673444_4,,negative,-0.5,0.5,negative,neutral
1673444_5,,negative,-0.7,0.7,negative,neutral
1673444_6,,neutral,0,0,neutral,neutral
1673444_7,,negative,0,0,neutral,neutral
1673444_8,,neutral,0,0,neutral,neutral
1673444_9,,neutral,0,0,neutral,neutral
1673444_10,,neutral,0,0,neutral,neutral
1673444_11,,neutral,0,0,neutral,neutral
1673444_12,,positive,-0.4,0.4,negative,neutral
1673444_13,,neutral,0.1,0.3,neutral,positive
1673444_14,,neutral,0,0,neutral,neutral
1673444_15,,neutral,-0.2,0.2,neutral,neutral
1959675_1,,neutral,0,0,neutral,neutral
2130073_1,,positive,0.4,0.4,positive,positive
766038_1,,neutral,0.2,0.2,neutral,positive
1754304_1,,positive,0.3,0.3,positive,positive
1754304_2,,neutral,0,0,neutral,neutral
1581490_1,,neutral,0.1,0.1,neutral,neutral
1581490_2,,positive,0.2,0.2,neutral,neutral
804555_1,,neutral,0,0,neutral,neutral
1212896_1,,neutral,-0.1,0.1,neutral,neutral
1212896_2,,negative,-0.4,0.4,negative,neutral
408618_1,,positive,0,0,neutral,neutral
408618_2,,neutral,0,0,neutral,neutral
408618_4,,positive,-0.2,0.2,neutral,neutral
259521_1,,positive,0.4,0.4,positive,neutral
2086495_1,,neutral,0,0,neutral,neutral
2086495_2,,NA,0.2,0.2,neutral,neutral
297441_1,,positive,-0.1,0.1,neutral,neutral
297441_2,,positive,0.4,0.4,positive,positive
1114268_1,,neutral,0,0,neutral,neutral
1114268_2,,neutral,0,0,neutral,neutral
1767428_1,,NA,0.1,0.1,neutral,neutral
1767428_2,,positive,0.2,0.2,neutral,neutral
1767428_3,,neutral,0.1,0.1,neutral,neutral
1767428_4,,neutral,0,0.4,neutral,neutral
1673495_1,,positive,0.8,0.8,positive,neutral
258148_1,,positive,0,0,neutral,neutral
258148_2,,negative,0,0,neutral,neutral
1605030_1,,neutral,0,0,neutral,neutral
1605030_2,,NA,0.1,0.1,neutral,positive
1605030_3,,negative,-0.9,0.9,negative,neutral
1605030_4,,neutral,0.6,0.6,positive,neutral
1605030_5,,neutral,0.4,0.4,positive,neutral
1327335_1,,negative,-0.5,0.5,negative,neutral
